Tahun,Skenario_Ekonomi,Kecamatan,Kelurahan,Jumlah_Penduduk,Kepadatan_Penduduk,Persentase_Usia_Produktif,Rata_Rata_Pendapatan,Jumlah_UMKM_Kuliner,Jumlah_UMKM_Jasa,Jumlah_UMKM_Retail,Jumlah_Coffee_Shop,Jumlah_Laundry,Jumlah_Sekolah_Kampus,Jumlah_Fasilitas_Kesehatan,Jumlah_Bank_ATM,Skor_Aksesibilitas,Indeks_Harga_Properti,Volume_Lalu_Lintas_Harian,Latitude,Longitude
2024,Normal,Banjarsari,Manahan,24026,20230,71.44,3762259,163,78,90,9,54,2,13,10,1,79,7397,-7.561641263316446,110.8289062315908
2024,Normal,Banjarsari,Kepatihan Kulon,7912,21833,77.05,5763228,173,78,122,36,53,20,10,4,4,55,27201,-7.571083713099728,110.82928676730505
2024,Normal,Banjarsari,Kepatihan Wetan,25209,19078,78.08,3733588,182,10,53,35,45,21,14,11,9,80,2619,-7.564733335534568,110.82101725547004
2024,Normal,Jebres,Jebres,19354,16835,60.27,5237993,171,39,115,27,11,2,7,13,8,59,33591,-7.5615474110230005,110.85433010088687
2024,Normal,Jebres,Mojosongo,7154,11896,75.53,5852818,63,82,74,35,60,10,4,17,9,70,48299,-7.541590792406101,110.84158828763844
2024,Normal,Jebres,Pucangsawit,22514,18289,74.65,5205616,167,97,172,47,25,9,10,11,8,63,6432,-7.564778917603982,110.82554148840889
2024,Normal,Jebres,Jagalan,26156,5753,63.82,3826962,68,28,144,24,16,24,13,8,1,99,30300,-7.569359667324389,110.82329182197635
2024,Normal,Jebres,Sewu,29844,19352,77.01,3662826,52,90,181,33,32,10,9,6,6,98,22008,-7.5658863997979156,110.82503457989932
2024,Normal,Jebres,Gandekan,6765,21901,69.17,6508062,84,83,114,4,6,21,9,1,2,65,31575,-7.5709901137757525,110.82160571457123
2024,Normal,Jebres,Sudiroprajan,18076,7750,70.91,6123357,107,49,67,9,68,18,1,6,5,69,10369,-7.567395293801734,110.82503635909941
2024,Normal,Jebres,Tegalharjo,14568,9774,64.1,4452441,98,95,145,27,18,8,8,16,2,74,23263,-7.56844403700191,110.82798621436962
2024,Normal,Jebres,Purwodiningratan,18936,21961,69.96,3747503,25,48,209,22,54,10,3,4,3,60,3551,-7.569110503838171,110.82189601387726
2024,Normal,Jebres,Kepatihan,11639,4475,75.15,4823383,104,81,84,8,51,14,14,7,2,91,7971,-7.566658604708558,110.82635625533162
2024,Normal,Laweyan,Laweyan,25407,18721,66.34,4851849,150,12,56,49,44,5,1,0,7,57,34380,-7.562911512864855,110.82234470655263
2024,Normal,Laweyan,Pajang,19587,6307,75.97,3854799,129,28,61,8,16,10,14,15,1,94,43870,-7.577539515101993,110.78078530016971
2024,Normal,Laweyan,Sondekan,27021,5283,79.94,6094146,78,36,98,24,7,0,4,19,2,75,24172,-7.564427224405601,110.82429817436656
2024,Normal,Laweyan,Karangasem,5330,20648,76.38,6878353,197,15,240,43,15,1,12,11,9,70,17087,-7.563203247944404,110.82105220080601
2024,Normal,Laweyan,Jajar,18907,4587,66.7,4114306,40,37,247,32,39,19,2,8,3,96,30009,-7.569144335181895,110.8285845646216
2024,Normal,Laweyan,Kerten,10641,11096,68.71,5743638,147,31,46,4,15,14,11,2,1,69,28516,-7.563773408788013,110.82751665206925
2024,Normal,Laweyan,Penumping,27981,13127,60.08,5613494,66,48,227,8,24,0,8,2,4,74,48246,-7.57113872734401,110.82004179485519
2024,Normal,Laweyan,Sriwedari,29316,10370,75.26,4209764,65,23,233,16,43,8,3,12,2,82,22125,-7.569111056321342,110.82068947857664
2024,Normal,Laweyan,Purwosari,12666,6454,63.38,4395361,117,55,67,13,66,2,3,13,4,98,9472,-7.558682126588538,110.80796740917968
2024,Normal,Laweyan,Bumi,22243,8249,79.32,6401412,169,57,112,45,55,2,10,18,9,77,6075,-7.5696955887586705,110.82327026098247
2024,Normal,Laweyan,Panularan,15720,11230,71.18,4668479,143,28,204,13,42,20,13,3,8,66,7816,-7.5635859921885,110.8248484353623
2024,Normal,Pasar Kliwon,Pasar Kliwon,16971,18424,76.49,6309461,72,68,107,29,45,3,11,3,8,51,17232,-7.568262871040434,110.82001489031818
2024,Normal,Pasar Kliwon,Gajahan,13060,9374,61.58,5533211,81,57,187,11,39,10,14,17,5,70,14615,-7.569334464749467,110.82760985885757
2024,Normal,Pasar Kliwon,Mojo,17474,11851,62.3,5084432,156,77,64,16,69,7,13,14,8,61,7581,-7.561916038229372,110.86440662569377
2024,Normal,Pasar Kliwon,Joyosuran,17188,20910,72.04,6049771,45,61,122,21,25,18,6,19,9,78,13466,-7.589541287437199,110.82822034588546
2024,Normal,Pasar Kliwon,Semanggi,23694,14587,62.08,6395781,169,85,202,2,38,22,9,0,8,72,21389,-7.585755670760093,110.84193166218394
2024,Normal,Pasar Kliwon,Sangkrah,12677,10716,69.45,5696194,46,17,240,41,69,24,13,12,1,84,31119,-7.574714516101612,110.83841062978452
2024,Normal,Pasar Kliwon,Kedung Lumbu,13599,21839,65.61,5447226,75,58,170,37,53,13,1,7,4,82,38465,-7.56374195018281,110.81981302817904
2024,Normal,Pasar Kliwon,Baluwarti,22158,21087,70.25,3841291,126,63,155,40,13,23,5,16,9,66,34623,-7.565157339014123,110.8225848827864
2024,Normal,Pasar Kliwon,Kauman,8023,20566,77.48,6093371,160,73,40,45,23,10,13,13,1,89,9210,-7.566499486356267,110.82837001079713
2024,Normal,Pasar Kliwon,Kampung Baru,16926,16743,73.42,5421413,128,21,218,47,37,12,10,6,5,57,49280,-7.565305759971672,110.828149279109
2024,Normal,Serengan,Serengan,18508,17654,74.35,4230287,194,96,206,46,22,1,4,0,4,67,33402,-7.567352970377027,110.82649147015884
2024,Normal,Serengan,Tipes,6909,4935,75.02,3580864,95,24,70,38,6,8,10,1,3,60,10101,-7.583839844541975,110.81520641164275
2024,Normal,Serengan,Jayengan,17846,15381,62.31,4443758,58,37,32,19,31,20,2,5,3,65,28997,-7.562718940299548,110.82642807324271
2024,Normal,Serengan,Kratonan,11667,17392,73.9,6534496,31,44,94,44,66,16,9,5,5,92,36426,-7.563063094562241,110.82593961762367
2024,Normal,Serengan,Kemlayan,8670,8020,77.23,5945220,49,69,137,33,36,2,3,11,9,72,17743,-7.566723617803115,110.82263738141768
2024,Normal,Serengan,Danukusuman,20842,19007,67.42,4303795,76,42,181,38,38,23,12,4,7,53,40332,-7.567265152029513,110.82849233953489
2024,Normal,Serengan,Joyotakan,26838,15411,66.8,4333710,165,44,200,46,15,16,1,5,5,57,1929,-7.562488485044835,110.82545495153815
2024,High Growth,Banjarsari,Kadipiro,18154,19845,69.08,4296426,151,59,98,29,63,2,11,12,4,75,43138,-7.536628855575928,110.8289170640456
2024,High Growth,Banjarsari,Nusukan,13491,8458,67.76,6887255,70,59,35,14,34,9,5,4,5,84,28734,-7.551524888126014,110.821876199156
2024,High Growth,Banjarsari,Gilingan,30173,4785,76.53,5605977,132,38,106,46,21,12,6,3,5,86,16848,-7.556093105929302,110.82356834637754
2024,High Growth,Banjarsari,Setabelan,7873,14913,63.37,3890947,72,96,208,2,46,1,13,18,1,70,44949,-7.565088346615393,110.82631759926569
2024,High Growth,Banjarsari,Kestalan,23311,12491,76.61,7044073,87,10,121,23,17,14,2,10,4,66,20554,-7.562145996186204,110.82352729238582
2024,High Growth,Banjarsari,Keprabon,27009,6151,66.52,6898046,171,28,194,38,12,4,1,4,4,68,11238,-7.570043011796134,110.82332093351906
2024,High Growth,Banjarsari,Timuran,12002,5140,71.98,4857364,73,54,76,11,25,21,11,6,5,66,2207,-7.571124733807573,110.8272339012519
2024,High Growth,Banjarsari,Ketelan,19632,19883,79.39,4380798,134,28,183,47,56,5,7,3,6,60,29064,-7.57064976981175,110.82692664855104
2024,High Growth,Banjarsari,Punggawan,31604,6454,67.73,4113932,198,62,235,26,55,14,4,6,3,97,49456,-7.570622687261749,110.825252346731
2024,High Growth,Banjarsari,Mangkubumen,7350,11084,68.78,5801653,132,81,176,37,63,4,13,14,7,65,34905,-7.5658722856523015,110.8248123535282
2024,High Growth,Banjarsari,Banyuanyar,27311,9845,74.45,4769904,73,19,71,20,45,23,3,14,3,68,11503,-7.563799923439528,110.82861918005945
2024,High Growth,Banjarsari,Sumber,25944,15590,60.05,5332260,86,74,65,24,41,0,5,12,8,57,9068,-7.565014532609521,110.81956802853406
2024,High Growth,Banjarsari,Banjarsari,25295,12392,75.32,5300472,183,44,223,39,27,8,2,13,4,79,35782,-7.56415063527,110.8238414415728
2024,High Growth,Banjarsari,Joglo,6834,13101,76.16,5925536,192,43,74,18,20,1,8,16,7,83,25297,-7.5623167033898335,110.82606921730934
2024,High Growth,Banjarsari,Manahan,30985,19717,61.0,4002540,32,65,140,30,38,6,3,7,7,63,5727,-7.5691496766322075,110.82608144567223
2024,High Growth,Banjarsari,Kepatihan Kulon,27148,7701,66.43,6246301,72,48,94,16,34,20,13,18,5,68,24864,-7.569140190260022,110.82006915016923
2024,High Growth,Banjarsari,Kepatihan Wetan,21485,14576,74.4,5325592,51,71,103,9,58,19,4,17,2,77,17237,-7.568047390381323,110.82849177313182
2024,High Growth,Jebres,Jebres,15211,18743,65.8,5863001,49,72,33,12,63,22,8,17,7,80,13237,-7.565421906690882,110.85324772002632
2024,High Growth,Jebres,Mojosongo,22115,11927,72.59,3929268,94,85,78,14,61,16,10,17,6,87,23736,-7.5377481561667485,110.84294424831624
2024,High Growth,Jebres,Pucangsawit,20442,19275,74.82,6172632,176,37,168,0,23,8,11,1,4,85,17209,-7.5619387692477575,110.82739046004059
2024,High Growth,Jebres,Jagalan,21683,14380,68.45,6513070,131,65,233,36,21,22,10,0,9,59,7318,-7.571194622810829,110.82338948364506
2024,High Growth,Jebres,Sewu,26967,4234,73.33,4463435,180,33,137,10,21,3,9,8,5,69,40890,-7.564019637791379,110.82227954132186
2024,High Growth,Jebres,Gandekan,11611,5316,60.96,6483280,120,57,132,27,45,2,2,13,3,93,10083,-7.566562759615654,110.82011593559837
2024,High Growth,Jebres,Sudiroprajan,11324,6257,71.04,5938630,119,40,159,15,13,8,6,10,6,71,28747,-7.565612310672118,110.82517769936396
2024,High Growth,Jebres,Tegalharjo,16986,13388,60.72,4285702,156,97,37,6,40,17,3,5,5,77,48591,-7.563917691265833,110.82792760628007
2024,High Growth,Jebres,Purwodiningratan,24466,12547,61.71,4087450,32,66,78,9,57,11,5,9,5,87,19199,-7.5654939776645485,110.8209151040103
2024,High Growth,Jebres,Kepatihan,9468,12016,62.49,7303968,157,44,182,2,21,11,6,19,8,78,32128,-7.571375428986895,110.82610472104729
2024,High Growth,Laweyan,Laweyan,6855,19193,73.55,5945398,103,37,45,46,62,11,11,9,9,83,31116,-7.562425865312355,110.82567480884539
2024,High Growth,Laweyan,Pajang,21948,21908,66.84,4061847,74,67,36,11,20,15,11,3,7,85,21936,-7.575205665899121,110.7808225929372
2024,High Growth,Laweyan,Sondekan,25265,16512,72.12,4314752,64,95,88,3,33,8,13,1,2,77,34870,-7.566902352959925,110.82119139970538
2024,High Growth,Laweyan,Karangasem,10970,20299,61.16,4562757,109,18,148,4,60,19,2,10,6,90,43512,-7.5664045331074545,110.8225080830081
2024,High Growth,Laweyan,Jajar,11448,11659,72.39,3938325,45,34,167,44,15,12,5,7,8,53,8006,-7.5640598033565,110.82688639628955
2024,High Growth,Laweyan,Kerten,26632,12682,76.2,4856113,194,61,131,23,58,24,9,13,2,75,43736,-7.567956832298156,110.82534661165938
2024,High Growth,Laweyan,Penumping,22749,9939,64.61,3882302,73,42,207,37,31,1,13,13,5,55,45605,-7.570001647823172,110.82730382332045
2024,High Growth,Laweyan,Sriwedari,25735,10353,70.94,4264427,65,22,32,29,10,7,12,12,1,66,29399,-7.563175890379616,110.82408801727875
2024,High Growth,Laweyan,Purwosari,12288,18385,77.08,4549449,175,79,198,15,52,23,11,11,5,74,40954,-7.556538427466515,110.79980416937705
2024,High Growth,Laweyan,Bumi,11890,4619,75.85,4161791,78,26,136,42,38,22,8,12,8,79,37191,-7.564106347062932,110.82267386235674
2024,High Growth,Laweyan,Panularan,16290,16474,79.2,4990498,105,95,73,8,41,9,4,4,5,73,19601,-7.569060822874193,110.82122647481714
2024,High Growth,Pasar Kliwon,Pasar Kliwon,10674,14695,76.17,5523310,41,36,150,28,17,12,10,3,9,76,3176,-7.565979257201213,110.8233230642664
2024,High Growth,Pasar Kliwon,Gajahan,26911,13171,61.81,3863199,113,44,128,48,21,17,13,19,4,76,2105,-7.5676880650170775,110.82716919008944
2024,High Growth,Pasar Kliwon,Mojo,26123,19417,77.55,4505346,167,96,39,10,45,8,5,0,1,71,44361,-7.556949277417155,110.85726700606726
2024,High Growth,Pasar Kliwon,Joyosuran,7252,16996,74.38,5040323,75,60,178,34,30,18,3,12,7,96,43998,-7.589791687969829,110.82567871257397
2024,High Growth,Pasar Kliwon,Semanggi,12099,8557,75.61,6283672,125,93,172,49,12,8,3,15,7,95,45525,-7.58896540561022,110.83626353100213
2024,High Growth,Pasar Kliwon,Sangkrah,27796,20654,77.59,6730235,148,76,140,23,31,7,13,3,2,78,20991,-7.572171104723859,110.83686345192542
2024,High Growth,Pasar Kliwon,Kedung Lumbu,16895,20673,77.52,5375984,135,32,138,4,57,8,9,5,5,59,23918,-7.562902818231954,110.82713347110081
2024,High Growth,Pasar Kliwon,Baluwarti,20269,15580,68.75,5992258,147,60,115,46,42,18,4,14,9,54,23412,-7.5649349573493145,110.82311984962195
2024,High Growth,Pasar Kliwon,Kauman,24882,6749,76.36,4652510,131,36,208,13,61,15,11,14,6,85,45582,-7.569241875346481,110.82698714706382
2024,High Growth,Pasar Kliwon,Kampung Baru,10861,6708,62.99,6586997,35,68,60,41,36,1,14,8,1,60,4551,-7.561676202704224,110.82652082214638
2024,High Growth,Serengan,Serengan,18525,6832,72.03,5690442,199,34,152,20,69,24,3,3,1,90,30566,-7.562857157252598,110.82239475145873
2024,High Growth,Serengan,Tipes,30785,11263,61.96,6086413,20,32,151,38,61,16,2,8,9,62,38125,-7.58021646874167,110.81036751705562
2024,High Growth,Serengan,Jayengan,6814,6292,77.13,3793793,82,58,105,47,51,12,7,0,1,52,10689,-7.567188819524478,110.82525901820561
2024,High Growth,Serengan,Kratonan,18256,21951,67.74,7489463,165,92,72,34,62,0,14,1,7,53,24255,-7.5622087855025315,110.82087323914017
2024,High Growth,Serengan,Kemlayan,26085,8997,70.93,7069133,196,49,112,0,31,15,6,7,3,68,36531,-7.5677484633146195,110.82208767152461
2024,High Growth,Serengan,Danukusuman,26825,5481,76.18,5748384,114,77,201,22,6,23,6,18,9,86,44526,-7.5665021764201486,110.82322615995714
2024,High Growth,Serengan,Joyotakan,26411,15889,76.66,7091654,102,60,239,15,16,20,11,4,1,55,20552,-7.56161728783574,110.82333136352447
2024,Low Growth,Banjarsari,Kadipiro,15317,10989,72.11,3619621,139,68,62,49,23,21,5,1,7,53,40200,-7.537674971988381,110.81975808632482
2024,Low Growth,Banjarsari,Nusukan,17879,7765,74.67,6230424,33,96,176,28,24,23,2,9,9,57,39556,-7.545791242637313,110.81731169494165
2024,Low Growth,Banjarsari,Gilingan,5039,14561,79.41,6112281,88,37,91,40,45,16,11,16,7,52,46833,-7.557932337891466,110.82195522479746
2024,Low Growth,Banjarsari,Setabelan,26768,18114,65.37,5962768,143,33,103,37,26,10,7,6,6,69,17346,-7.56306268197926,110.82618862420317
2024,Low Growth,Banjarsari,Kestalan,7364,7554,72.97,4515653,177,62,63,21,10,14,11,9,9,82,30231,-7.568046678739205,110.81951334206212
2024,Low Growth,Banjarsari,Keprabon,17473,8195,64.99,4913056,21,38,225,0,30,24,10,14,6,97,48994,-7.571122794471987,110.82092154437049
2024,Low Growth,Banjarsari,Timuran,6076,12475,72.55,6187449,64,77,36,48,13,3,3,0,4,58,16596,-7.570854961070132,110.82278142148013
2024,Low Growth,Banjarsari,Ketelan,6873,12367,73.3,3658022,93,36,83,49,39,19,11,14,4,78,3426,-7.564290151327694,110.82101583483747
2024,Low Growth,Banjarsari,Punggawan,28728,6962,71.79,4494788,36,52,150,40,46,17,4,12,8,88,25944,-7.567104936734186,110.82223174155212
2024,Low Growth,Banjarsari,Mangkubumen,15500,5134,74.77,5542856,66,72,139,4,47,15,2,7,2,52,18568,-7.567723990655163,110.82231965708961
2024,Low Growth,Banjarsari,Banyuanyar,25009,16625,67.44,3710524,157,91,67,18,40,12,8,13,3,59,1869,-7.565316613261839,110.82102126973541
2024,Low Growth,Banjarsari,Sumber,5827,20986,70.43,5941465,198,90,102,5,43,16,12,0,6,86,22128,-7.563033958062962,110.81989273357355
2024,Low Growth,Banjarsari,Banjarsari,22536,6817,72.6,4547035,126,69,197,35,41,14,12,17,2,71,11751,-7.5619104812804085,110.82159432036018
2024,Low Growth,Banjarsari,Joglo,17878,11352,64.02,4276275,154,70,136,23,5,22,3,13,6,99,42080,-7.562422968766423,110.82127057788087
2024,Low Growth,Banjarsari,Manahan,28038,17652,63.21,4218643,152,83,121,20,51,19,3,2,4,54,33963,-7.564272340156537,110.82371740765902
2024,Low Growth,Banjarsari,Kepatihan Kulon,6964,7606,65.1,4878200,80,72,151,23,29,12,7,13,7,81,49516,-7.567914302237495,110.82221336296479
2024,Low Growth,Banjarsari,Kepatihan Wetan,10776,19721,65.43,5361298,99,94,90,8,10,18,13,2,7,71,36240,-7.570110237717001,110.82901472663086
2024,Low Growth,Jebres,Jebres,4928,10219,77.18,3465376,177,66,156,21,33,14,5,12,4,96,6520,-7.560905813918743,110.85160750635262
2024,Low Growth,Jebres,Mojosongo,15998,20980,74.37,3553833,153,27,123,21,37,16,14,10,3,63,22113,-7.541960257663013,110.83842537894238
2024,Low Growth,Jebres,Pucangsawit,6466,15171,62.37,3859955,47,20,235,38,51,21,3,14,8,57,44370,-7.571391203799605,110.82039912134044
2024,Low Growth,Jebres,Jagalan,10298,19534,75.08,6193762,38,76,103,39,51,9,1,17,2,62,2920,-7.562519778298416,110.82092024810063
2024,Low Growth,Jebres,Sewu,15667,16207,78.9,6126246,67,58,93,28,43,23,10,16,7,62,16810,-7.562118132732995,110.82474009928013
2024,Low Growth,Jebres,Gandekan,9812,4816,79.03,5579727,81,26,200,24,7,14,13,10,9,77,43056,-7.566582208430688,110.82877703964384
2024,Low Growth,Jebres,Sudiroprajan,23317,4504,77.48,6243048,188,60,147,40,33,18,3,1,9,94,5994,-7.570837671654405,110.82674139627741
2024,Low Growth,Jebres,Tegalharjo,8947,15181,67.76,5490791,165,60,157,47,12,21,6,11,9,89,11531,-7.570670958745947,110.82822508169556
2024,Low Growth,Jebres,Purwodiningratan,24021,15064,79.63,4051066,101,75,106,44,24,9,13,2,3,52,47773,-7.569328289754151,110.82199061322855
2024,Low Growth,Jebres,Kepatihan,12981,16327,61.37,5318274,81,13,89,10,34,10,2,16,9,77,1670,-7.564685505557408,110.82396440067095
2024,Low Growth,Laweyan,Laweyan,27786,15767,70.97,6076018,172,45,165,8,62,4,13,6,4,66,45386,-7.567556517763503,110.82637526242065
2024,Low Growth,Laweyan,Pajang,25885,12235,74.85,4875603,90,18,156,27,10,16,7,2,5,75,1489,-7.575122120594937,110.78149110453211
2024,Low Growth,Laweyan,Sondekan,16228,7516,74.33,6016749,73,25,37,39,63,24,8,12,2,79,11973,-7.568539862670053,110.82064109202767
2024,Low Growth,Laweyan,Karangasem,11491,14539,74.92,6353020,99,90,247,1,54,11,3,17,1,87,11744,-7.5653129600860805,110.82145164678154
2024,Low Growth,Laweyan,Jajar,9044,16226,72.73,3570294,148,54,185,20,17,3,7,9,7,64,34998,-7.569790480696655,110.8264151463452
2024,Low Growth,Laweyan,Kerten,15142,14006,79.67,5827952,103,93,233,32,32,7,1,4,6,55,16228,-7.5632078428309,110.82372781884834
2024,Low Growth,Laweyan,Penumping,25081,20034,76.49,6591121,79,55,207,47,10,24,8,13,8,89,33510,-7.5664309669014225,110.8225679269465
2024,Low Growth,Laweyan,Sriwedari,28562,8172,76.51,3657524,21,17,104,32,58,5,11,19,3,94,24386,-7.563818160495276,110.82229575456736
2024,Low Growth,Laweyan,Purwosari,18397,6850,60.45,4689012,168,63,232,29,52,20,3,5,8,99,18375,-7.559334095996108,110.80180506819227
2024,Low Growth,Laweyan,Bumi,20072,7839,72.39,6756912,118,12,237,4,14,18,9,3,3,92,37289,-7.561942905182595,110.82728199921284
2024,Low Growth,Laweyan,Panularan,5399,9395,71.39,5716272,106,33,168,45,59,4,11,4,3,70,36595,-7.565863304802438,110.82248712889402
2024,Low Growth,Pasar Kliwon,Pasar Kliwon,18615,9232,69.22,6278706,185,34,43,10,36,10,13,17,7,67,8031,-7.5688609161336196,110.82289527160627
2024,Low Growth,Pasar Kliwon,Gajahan,19192,7716,61.09,4400696,78,98,211,9,26,18,1,6,4,50,19062,-7.566603930076307,110.82747089986165
2024,Low Growth,Pasar Kliwon,Mojo,21317,13941,71.59,3645466,112,55,171,49,24,17,1,10,8,69,48269,-7.558372936134343,110.86092506141169
2024,Low Growth,Pasar Kliwon,Joyosuran,7451,7255,79.07,4890949,32,86,95,36,53,5,2,3,6,75,43570,-7.588404427807685,110.82945455084173
2024,Low Growth,Pasar Kliwon,Semanggi,28603,15413,74.05,4148446,48,49,247,29,59,15,14,10,7,65,24596,-7.587269263494502,110.84117227319396
2024,Low Growth,Pasar Kliwon,Sangkrah,6067,11382,65.73,4908580,92,44,208,19,41,9,1,14,7,57,34998,-7.576390857864375,110.83722797523899
2024,Low Growth,Pasar Kliwon,Kedung Lumbu,13639,18715,61.34,3421621,138,21,206,16,68,9,14,18,2,99,18478,-7.56865062141193,110.8220126949324
2024,Low Growth,Pasar Kliwon,Baluwarti,7181,18113,69.5,4013203,69,97,167,31,56,14,5,19,3,86,27616,-7.5689113927245275,110.82783140855933
2024,Low Growth,Pasar Kliwon,Kauman,18526,8331,65.57,4114427,123,20,139,7,60,9,7,16,4,62,17351,-7.570710098854077,110.82024004657411
2024,Low Growth,Pasar Kliwon,Kampung Baru,8847,16057,76.18,5663863,101,73,195,23,26,1,7,10,5,87,35057,-7.564140578538532,110.82475648179941
2024,Low Growth,Serengan,Serengan,6247,18139,69.76,5572708,164,74,86,41,57,23,2,8,6,62,6208,-7.57011904249612,110.81970447732172
2024,Low Growth,Serengan,Tipes,5510,17223,73.28,4900241,125,24,236,38,17,16,9,7,4,75,29378,-7.580689684680092,110.81532567543601
2024,Low Growth,Serengan,Jayengan,11748,21228,74.83,3952203,95,53,67,18,64,6,9,2,2,65,6558,-7.562112445880878,110.82484581538864
2024,Low Growth,Serengan,Kratonan,16444,18680,70.28,3931467,160,90,163,18,64,13,6,3,7,57,49920,-7.564252587776237,110.82684939797754
2024,Low Growth,Serengan,Kemlayan,15585,18821,62.63,5615795,139,62,224,27,7,12,6,1,6,81,7855,-7.568743037083206,110.81962361671262
2024,Low Growth,Serengan,Danukusuman,22943,18520,75.71,3706848,51,19,160,11,53,4,14,19,9,90,27910,-7.5684630204818815,110.81968242353777
2024,Low Growth,Serengan,Joyotakan,9515,17907,64.99,3592673,169,13,42,44,46,17,1,19,4,62,1336,-7.57147457961592,110.82282125277975
2025,Normal,Banjarsari,Kadipiro,15771,16768,71.09,6863537,36,33,87,7,27,13,8,7,7,86,27096,-7.5413973920617625,110.82331577326131
2025,Normal,Banjarsari,Nusukan,13880,21270,69.75,7258160,164,39,132,12,17,10,5,15,7,66,28559,-7.547230302160661,110.82087949817695
2025,Normal,Banjarsari,Gilingan,19529,7435,70.03,4134289,147,61,187,32,61,19,9,14,1,93,36554,-7.55548043113461,110.82746412815519
2025,Normal,Banjarsari,Setabelan,19920,7791,64.75,7198132,34,21,235,7,31,11,1,10,8,91,17061,-7.564111187598176,110.82609454896576
2025,Normal,Banjarsari,Kestalan,30403,21888,64.74,4303301,104,49,180,5,54,5,5,12,3,57,26832,-7.566029111577841,110.82623876708794
2025,Normal,Banjarsari,Keprabon,15766,17682,66.9,3866006,68,30,144,1,67,7,3,6,1,55,12410,-7.567926166104873,110.82331320796217
2025,Normal,Banjarsari,Timuran,20299,5051,76.96,4385443,138,46,144,3,53,10,4,12,4,81,30648,-7.567111455600686,110.82577053817377
2025,Normal,Banjarsari,Ketelan,8503,9366,68.71,4561426,102,67,128,45,60,0,10,17,8,82,14255,-7.567819609050613,110.82763288583605
2025,Normal,Banjarsari,Punggawan,9949,10513,78.57,5599209,174,18,140,15,60,11,8,13,9,83,6698,-7.562180179563396,110.82298102056129
2025,Normal,Banjarsari,Mangkubumen,6523,15241,78.1,4282061,167,73,133,9,28,4,3,15,1,64,18570,-7.564084703906881,110.82024744090067
2025,Normal,Banjarsari,Banyuanyar,18087,19641,74.34,5594921,114,59,113,11,8,22,7,15,1,74,27177,-7.569696228529057,110.82508260674075
2025,Normal,Banjarsari,Sumber,10155,17272,77.26,7069040,135,95,242,32,42,14,10,13,4,64,26901,-7.5699855252736175,110.82229768126695
2025,Normal,Banjarsari,Banjarsari,29719,13175,62.33,5172232,152,79,142,42,51,22,4,17,5,77,14026,-7.567903226833813,110.82588055007126
2025,Normal,Banjarsari,Joglo,8083,13878,73.99,6686691,59,19,118,48,65,4,10,12,5,86,48159,-7.568076790105027,110.82549258663478
2025,Normal,Banjarsari,Manahan,26958,17157,64.29,4084333,92,68,31,0,64,18,14,10,7,75,11956,-7.569292142466384,110.82830980492616
2025,Normal,Banjarsari,Kepatihan Kulon,23164,10078,71.23,4148991,144,63,249,29,62,20,8,14,2,80,2587,-7.5665065694143685,110.82622958250441
2025,Normal,Banjarsari,Kepatihan Wetan,29519,21280,69.16,6342414,59,10,94,41,58,9,5,14,1,71,42637,-7.565655327413822,110.82745671977875
2025,Normal,Jebres,Jebres,16484,18343,63.17,4681510,36,26,119,12,21,5,1,15,6,84,7509,-7.558392519806391,110.8553052265977
2025,Normal,Jebres,Mojosongo,13200,20455,76.17,4229170,73,36,42,48,35,20,8,2,6,54,14269,-7.539419389850936,110.83901689625421
2025,Normal,Jebres,Pucangsawit,30542,15268,66.24,5078985,153,79,88,49,22,3,1,13,7,93,44894,-7.56891515361824,110.82901298800805
2025,Normal,Jebres,Jagalan,13068,19086,73.24,5833836,100,44,176,19,39,15,12,7,8,66,48466,-7.571115475602882,110.82713174067422
2025,Normal,Jebres,Sewu,23355,6402,67.1,5451563,160,79,87,13,41,15,14,3,8,65,5827,-7.563342000879348,110.82899368141854
2025,Normal,Jebres,Gandekan,19446,19193,63.36,4701145,50,12,165,23,19,10,9,6,2,57,37343,-7.567840733416748,110.82491709754578
2025,Normal,Jebres,Sudiroprajan,7714,5001,66.33,6813686,49,83,175,49,43,1,11,12,7,54,11589,-7.570600147975049,110.82392987434768
2025,Normal,Jebres,Tegalharjo,30631,5657,64.74,7177721,127,13,122,22,10,9,2,14,8,81,5552,-7.570048005709395,110.82222986994493
2025,Normal,Jebres,Purwodiningratan,24073,13221,66.5,4603997,142,72,96,41,15,10,1,3,4,66,34576,-7.565998366870938,110.82499585384139
2025,Normal,Jebres,Kepatihan,14736,21109,76.41,4099933,54,31,222,19,26,15,7,10,3,58,3123,-7.563543535925615,110.82839088123978
2025,Normal,Laweyan,Laweyan,17194,18448,66.09,6076861,92,32,231,18,51,4,4,1,8,97,30166,-7.563032435686221,110.82177404806849
2025,Normal,Laweyan,Pajang,25459,4717,74.48,5141137,77,50,54,13,52,1,10,2,5,70,41149,-7.570559367650584,110.78812040574566
2025,Normal,Laweyan,Sondekan,27210,6941,77.37,6739555,95,51,239,10,20,16,3,17,3,75,40567,-7.562305179240732,110.82446300523804
2025,Normal,Laweyan,Karangasem,20380,17675,66.27,5272508,67,51,105,12,8,6,6,1,8,56,32422,-7.565071678077539,110.82144453973365
